,stars,text,title,review_date,rating,clean_text,sentiment
1021,3.0 out of 5 stars,"









  
  
    
  Used it for my Nokia 8.. no issues till now. Transfer speed not upto par.  Got it cheap in lightning deal.. so it's ok I guess.

  
",Worth the price but don't expect too much,Reviewed in India on 11 December 2017,3,use it for my Nokia no issue till now transfer speed not upto par got it cheap in lightning deal so it be ok I guess,neu
1022,5.0 out of 5 stars,"









  
  
    
  Good product . Nice read and write speed

  
",Good,Reviewed in India on 11 February 2018,5,good product nice read and write speed,pos
1023,5.0 out of 5 stars,"









  
  
    
  Good storage capacity and for this price, it's a good product

  
",Good,Reviewed in India on 8 July 2018,5,good storage capacity and for this price it be good product,pos
1024,5.0 out of 5 stars,"









  
  
    
  Of course it is working till date. ie. 3/11/19

  
",SD card,Reviewed in India on 26 October 2019,5,of course it be work till date ie,neu
1025,5.0 out of 5 stars,"









  
  
    
  Excellent product . Comes with Adapter aswell.

  
",Excellent,Reviewed in India on 19 June 2019,5,excellent product come with Adapter aswell,pos
1026,1.0 out of 5 stars,"









  
  
    
  Card stop working within 3 months period very sad, I have bought it in the month of may thiis year and now September is running, what about the one year warranty.????

  
",Card corrupted within three months...,Reviewed in India on 3 November 2019,1,Card stop work within month period very sad I have buy it in the month of may thiis year and now September be run what about the year warranty,neg
1027,4.0 out of 5 stars,"









  
  
    
  Doesn't reach the claimed speed on android os, but reliable.No any hint of problem.

  
",Value for money,Reviewed in India on 28 November 2019,4,do not reach the claimed speed on android os but reliable no any hint of problem,neg
1028,4.0 out of 5 stars,"









  
  
    
  If u need a memory card go for Strontium nitro. It's fast and durable.batter than SanDisk and Samsung.

  
",Nice.,Reviewed in India on 2 September 2020,4,if need memory card go for Strontium nitro It be fast and durablebatter than SanDisk and Samsung,neu
1029,5.0 out of 5 stars,"









  
  
    
  Easy to install and has good speed to retrieve data from it, both read, write speed is good

  
",Good speed and performance,Reviewed in India on 4 December 2018,5,Easy to install and have good speed to retrieve datum from it both read write speed be good,pos
1030,5.0 out of 5 stars,"









  
  
    
  Fantastic product. The brAnd shows its class. Great deal for the product. And price is also resonable. If you think of buying 32gb chip go for it.

  
",Great deal.,Reviewed in India on 4 December 2018,5,fantastic product the brAnd show its class great deal for the product and price be also resonable if you think of buy gb chip go for it,pos
1031,4.0 out of 5 stars,"









  
  
    
  igo0d

  
",best,Reviewed in India on 19 March 2019,4,igod,neu
1032,5.0 out of 5 stars,"









  
  
    
  i love this i have been using for few months and its great. i use it in my drone for recording 4k videos and its works great

  
",very good for value,Reviewed in India on 11 December 2017,5,love this have be use for few month and its great use it in my drone for record video and its work great,pos
1033,5.0 out of 5 stars,"









  
  
    
  Been using this since I purchased it about 2yrs ago and still functions perfectly 👍🏾

  
",Great Value For Money,Reviewed in India on 16 January 2020,5,be use this since I purchase it about yrs ago and still function perfectly dd,pos
1034,4.0 out of 5 stars,"









  
  
    
  Good product. Speed is very good while transferring content to and fro to the memory card. Worth buying during offer period

  
",Good product,Reviewed in India on 1 January 2019,4,good product speed be very good while transfer content to and fro to the memory card worth buy during offer period,pos
1035,5.0 out of 5 stars,"









  
  
    
  Awesome And Original Probuct With Cheapest Price And Thank You Soo Much Amazon For Gerat Service With Great Price Deal. Both Are Fabulous Samsung And Amazon. I Strongly Recommended To Buy This Probuct In Amazon Webstore. Thanks A Ton.

  
",Awesome And Original Probuct With Cheapest Price And Thank You ...,Reviewed in India on 31 August 2020,5,Awesome and original probuct with cheap Price and thank You soo much Amazon for Gerat Service with Great Price Deal both be Fabulous Samsung and Amazon I strongly recommend to buy this probuct in Amazon Webstore thank Ton,pos
1036,4.0 out of 5 stars,"









  
  
    
  Super quality and performance,Storage capacity very good, value for money product1st class service in warranty period.

  
",All rounder product,Reviewed in India on 8 November 2018,4,super quality and performance storage capacity very good value for money productst class service in warranty period,pos
1037,1.0 out of 5 stars,"









  
  
    
  This is a useless product which is shown corrupted after 3 to 4 months use . Totally waist of money

  
",Not for use,Reviewed in India on 11 October 2017,1,this be useless product which be show corrupt after to month use totally waist of money,neg
1038,3.0 out of 5 stars,"









  
  
    
  Memory card is working fine but the memory card reader is show write protected all memory cards for file transfer.The user available memory is only 59.59gb.

  
",Not bad,Reviewed in India on 4 October 2019,3,memory card be work fine but the memory card reader be show write protect all memory card for file transfer the user available memory be only gb,pos
1039,4.0 out of 5 stars,"









  
  
    
  Good product

  
",Good,Reviewed in India on 11 December 2017,4,good product,pos
1040,4.0 out of 5 stars,"









  
  
    
  Good speed. and durable. A bit more costly but I feel it is worth the price. But it would be good if the price could be more competitive.But over all it is good.

  
","Good Speed, Durable Product.",Reviewed in India on 12 March 2019,4,good speed and durable bit more costly but I feel it be worth the price but it would be good if the price could be more competitive but over all it be good,pos
1041,5.0 out of 5 stars,"









  
  
    
  Used with HTC 10 .works perfectly.used it as internal memory. Synced up correctly.no issues faced so far

  
",Great for memory expansion,Reviewed in India on 27 August 2020,5,use with HTC work perfectlyuse it as internal memory sync up issue face so far,neu
1042,5.0 out of 5 stars,"









  
  
    
  Value for money

  
",Value for money,Reviewed in India on 18 April 2018,5,Value for money,pos
1043,5.0 out of 5 stars,"









  
  
    
  Nice storage for anything.Could be less valuable and easy to get if they decrease the price. ;)

  
",Nice product,Reviewed in India on 12 November 2017,5,nice storage for anything Could be less valuable and easy to get if they decrease the price,pos
1044,5.0 out of 5 stars,"









  
  
    
  Good

  
",Good,Reviewed in India on 4 June 2020,5,Good,pos
1045,4.0 out of 5 stars,"









  
  
    
  I would like say only one thing that this product is functionally better the other brand especially someone is using Galaxy models. This is my unbiased opinikn

  
",Awesome one,Reviewed in India on 8 November 2018,4,I would like say only thing that this product be functionally well the other brand especially someone be use Galaxy model this be my unbiased opinikn,pos
1046,5.0 out of 5 stars,"









  
  
    
  Working well and good.

  
",Good,Reviewed in India on 5 September 2019,5,work well and good,pos
1047,5.0 out of 5 stars,"









  
  
    
  Can't go wrong with Samsung SSD's. Better any day compared to Sandisk!

  
",Value for money!,Reviewed in India on 30 August 2020,5,can not go wrong with Samsung SSD well any day compare to Sandisk,pos
1048,5.0 out of 5 stars,"









  
  
    
  Good.

  
",Good value for money,Reviewed in India on 9 September 2020,5,good,pos
1049,5.0 out of 5 stars,"









  
  
    
  I received today and insert in my phone, it works very good and storage is also as per order.Thank u amazon

  
",Very good product,Reviewed in India on 8 December 2019,5,I receive today and insert in my phone it work very good and storage be also as per order thank amazon,pos
1050,1.0 out of 5 stars,"









  
  
    
  This Product cost high in Amazon... It only provide write speed of upto 20mb Where in amazon they say it will be 100mb write speed. I suggest donot buy this cheap one By giving high price

  
",Worse Product,Reviewed in India on 4 December 2018,1,this product cost high in Amazon It only provide write speed of upto mb where in amazon they say it will be mb write speed I suggest donot buy this cheap by give high price,pos
1051,5.0 out of 5 stars,"









  
  
    
  Works with 4k uhd recordings as well..

  
",Works with UHD 4K recordings..,Reviewed in India on 11 December 2017,5,work with uhd recording as well,pos
1052,5.0 out of 5 stars,"









  
  
    
  Good

  
",Good,Reviewed in India on 10 June 2019,5,Good,pos
1053,5.0 out of 5 stars,"









  
  
    
  100 % original  and great speed with best card ......

  
",Excellent quality......,Reviewed in India on 7 October 2018,5,original and great speed with good card,pos
1054,4.0 out of 5 stars,"









  
  
    
  Good quality 👌

  
",Brand speaks.,Reviewed in India on 12 September 2020,4,good quality,pos
1055,5.0 out of 5 stars,"









  
  
    
  Received the product on time and the same as shown n described. I am using it for storage on my ninteno switch and its working grt.

  
",All in all good product,Reviewed in India on 12 October 2019,5,receive the product on time and the same as show describe I be use it for storage on my ninteno switch and its working grt,neu
1056,4.0 out of 5 stars,"









  
  
    
  Good product

  
",Good product,Reviewed in India on 13 July 2020,4,good product,pos
1057,5.0 out of 5 stars,"









  
  
    
  Best memory card if u have samsung device.  Works flawlessly on my Galaxy Note 9.

  
",Incredible,Reviewed in India on 19 February 2020,5,good memory card if have samsung device work flawlessly on my Galaxy Note,pos
1058,5.0 out of 5 stars,"









  
  
    
  Good one

  
",Good one,Reviewed in India on 21 July 2020,5,good,pos
1059,5.0 out of 5 stars,"









  
  
    
  Received 32 gb card instead of 128.GB but now happy after replacement got the same product ... Quality is totally awesome and delivery is too fast

  
",Totally worth,Reviewed in India on 20 December 2018,5,receive gb card instead of GB but now happy after replacement get the same product quality be totally awesome and delivery be too fast,pos
1060,5.0 out of 5 stars,"









  
  
    
  This is highly priced but it was delivered in 1 day so im happy about itI dont take sandisk becoz its pretty averageThe transfer speed is good

  
",Good but not the best,Reviewed in India on 4 December 2018,5,this be highly price but it be deliver in day so i be happy about itI do not take sandisk becoz its pretty averagethe transfer speed be good,pos
1061,5.0 out of 5 stars,"









  
  
    
  Works fine on my Samsung Galaxy Note 8. Data transfer & write speed are good. Overall value for money product.

  
",Best memory card from Samsung,Reviewed in India on 11 December 2017,5,Works fine on my Samsung Galaxy Note datum transfer write speed be good overall value for money product,pos
1062,4.0 out of 5 stars,"









  
  
    
  Simple & good

  
",Nice Product!,Reviewed in India on 27 August 2020,4,Simple good,pos
1063,4.0 out of 5 stars,"









  
  
    
  Like

  
",Value for money,Reviewed in India on 3 June 2019,4,like,pos
1064,5.0 out of 5 stars,"









  
  
    
  This is my third purchase of this brand & all are working fine till date.

  
",Good,Reviewed in India on 20 January 2019,5,this be my third purchase of this brand all be work fine till date,pos
1065,5.0 out of 5 stars,"









  
  
    
  Using it from 3 months.Its fast and smooth.No issues till now.Genuine Product to trust.Happy with it.

  
",Original Product.. Fast Speed Card,Reviewed in India on 30 July 2020,5,use it from month Its fast and smooth no issue till now genuine Product to trust happy with it,pos
1066,5.0 out of 5 stars,"









  
  
    
  Great product  & qualityNot a single problem with micro SD card.Product fully deserves ⭐⭐⭐⭐⭐Don't worry go for it. Thanks Amazon service and support

  
",Great product & quality Not a single problem with micro ...,Reviewed in India on 5 January 2019,5,great product qualityNot single problem with micro SD card product fully deserve aaDont worry go for it thank Amazon service and support,pos
1067,5.0 out of 5 stars,"









  
  
    
  Samsung EVO Plus is easy to install & easy to use but as far as durability is concerned it's too early to say anything since 26th Dec. But so far so good.

  
",Samsung EVO Plus Grade 1 Good product.,Reviewed in India on 30 April 2019,5,Samsung EVO Plus be easy to install easy to use but as far as durability be concern it be too early to say anything since th December but so far so good,pos
1068,5.0 out of 5 stars,"









  
  
    
  Working perfectly in my Mi 1080 security cam for 24x7 recording..

  
",A good memory card..,Reviewed in India on 25 May 2018,5,work perfectly in my mi security cam for recording,pos
1069,4.0 out of 5 stars,"









  
  
    
  It provide us 117 GB in totalNice product I have buy it for my mobileIt seems good speed is also nice

  
",Should. Buy it nice and card,Reviewed in India on 15 February 2019,4,It provide us GB in totalnice product I have buy it for my mobileit seem good speed be also nice,pos
1070,5.0 out of 5 stars,"









  
  
    
  Nothing to say Samsung is Samsung ....Great read and write speed go for it

  
",5 stars,Reviewed in India on 4 December 2018,5,nothing to say Samsung be Samsung great read and write speed go for it,pos
1071,5.0 out of 5 stars,"









  
  
    
  Works on mi a1 without any problem, but on zenphone max pro m1, I don't get an option to use it as internal storage. I only see the option to use it as a portable device while setting it up.

  
",works well,Reviewed in India on 4 December 2018,5,Works on mi without any problem but on zenphone max pro I do not get an option to use it as internal storage I only see the option to use it as portable device while set it up,pos
1072,5.0 out of 5 stars,"









  
  
    
  This is best ever product by samsung.......having 29 GB storage, with 10 year warranty.....

  
",Value of money product,Reviewed in India on 11 December 2017,5,this be good ever product by samsung have GB storage with year warranty,pos
1073,5.0 out of 5 stars,"









  
  
    
  Perfectly matches my expectations. Works well with my Samsung Note 8

  
",Perfect!,Reviewed in India on 18 October 2018,5,perfectly match my expectation work well with my Samsung Note,pos
1074,5.0 out of 5 stars,"









  
  
    
  This was my second time........as a customer of memory card by Amazon.....Thank you so muchThis was a nice collection......

  
",Nice products,Reviewed in India on 23 September 2018,5,this be my second time as customer of memory card by Amazon thank you so muchthis be nice collection,pos
1075,4.0 out of 5 stars,"









  
  
    
  Has slight lag but Ok. Was expecting zero lag of 4k video downloading

  
",Ok product,Reviewed in India on 6 November 2019,4,have slight lag but ok be expect lag of video download,neg
1076,4.0 out of 5 stars,"









  
  
    
  Value for moneyUsing it since a year.Data transfer speed is good.Genuine product as usual.

  
",Good one as usual.,Reviewed in India on 27 August 2020,4,Value for moneyuse it since year datum transfer speed be good genuine product as usual,pos
1077,5.0 out of 5 stars,"









  
  
    
  Very good reasonably priced products

  
",Economic Micro SD with macro converts,Reviewed in India on 8 February 2019,5,very good reasonably price product,pos
1078,5.0 out of 5 stars,"









  
  
    
  VERY GOOD PRODUCT

  
",MEMORY,Reviewed in India on 29 March 2018,5,very good product,pos
1079,4.0 out of 5 stars,"









  
  
    
  Good product .You can trust samsung . Value for money .I liked it .

  
",Good,Reviewed in India on 11 December 2017,4,good product You can trust samsung value for money like it,pos
1080,5.0 out of 5 stars,"









  
  
    
  Excellent and working after an year...

  
",Recommended,Reviewed in India on 14 November 2019,5,Excellent and work after an year,pos
1081,4.0 out of 5 stars,"









  
  
    
  Good product ,but cheaper option with same feature available.

  
",Cheaper option with same feature available!,Reviewed in India on 25 August 2020,4,good product but cheap option with same feature available,pos
1082,5.0 out of 5 stars,"









  
  
    
  Very good

  
",Very useful,Reviewed in India on 6 October 2019,5,very good,pos
1083,4.0 out of 5 stars,"









  
  
    
  Not suitable for 4k video shoots.. my camera displays a message at times saying that the card is slow

  
",Four Stars,Reviewed in India on 30 April 2019,4,not suitable for video shoot my camera display message at time say that the card be slow,neg
1084,4.0 out of 5 stars,"









  
  
    
  In my phone it's not working as default storage. It's showing that in order to use the SD card as default storage I have to format it internal memory. And after it I will be able to use this SD card in this device only.

  
",Default storage,Reviewed in India on 17 July 2020,4,in my phone it be not work as default storage It be show that in order to use the sd card as default storage I have to format it internal memory and after it I will be able to use this sd card in this device only,neu
1085,5.0 out of 5 stars,"









  
  
    
  It is a amazing product.When you copy any file from laptop(With 2 GB RAM) to this memory card it gives 19 mMBPS to 22 MBPS.When you copy any file from this memory card to Laptop( 2 GB RAM) it gives minimum 50 MBPS.Even my laptop is poor.It is amazing.

  
",speed as light,Reviewed in India on 18 March 2018,5,It be amazing product when you copy any file from laptopWith GB ram to this memory card it give mmbp to MBPSWhen you copy any file from this memory card to Laptop GB RAM it give minimum mbpseven my laptop be poor It be amazing,pos
1086,5.0 out of 5 stars,"









  
  
    
  Cheif is excellent

  
",Samsumg cheif,Reviewed in India on 22 May 2019,5,Cheif be excellent,pos
1087,5.0 out of 5 stars,"









  
  
    
  Adapter is not so good but the memory card is awesome

  
",Awesome and a Worthy Product,Reviewed in India on 11 October 2017,5,Adapter be not so good but the memory card be awesome,pos
1088,5.0 out of 5 stars,"









  
  
    
  Same as in picture and also the delivery was really fast!!! Always received the best products from amazon 👍🏻

  
",Must Buy !!!!,Reviewed in India on 1 August 2020,5,same as in picture and also the delivery be really fast always receive the good product from amazon dd,pos
1089,5.0 out of 5 stars,"









  
  
    
  Nice at this price

  
",Very nice,Reviewed in India on 29 February 2020,5,Nice at this price,pos
1090,5.0 out of 5 stars,"









  
  
    
  As always works awesome....I have 32GB, 64GB and 128GB card of samsung and all works perfect.

  
",Very nice and reliable,Reviewed in India on 4 December 2018,5,as always work awesome I have GB GB and GB card of samsung and all work perfect,pos
1091,5.0 out of 5 stars,"









  
  
    
  Value for money.

  
",Good file transfer speed.,Reviewed in India on 11 December 2017,5,Value for money,pos
1092,4.0 out of 5 stars,"









  
  
    
  It was delayed to deliver. I was glad that it has manufactured since September 2017. It is good to working on my mobile's name OPPO F3. Thanks! Keep your trade up!

  
",Original product.,Reviewed in India on 27 September 2018,4,It be delay to deliver I be glad that it have manufacture since September It be good to work on my mobile name OPPO thank keep your trade up,pos
1093,5.0 out of 5 stars,"









  
  
    
  Does what it says. Will see how it performs in long run.

  
",Great value for money.,Reviewed in India on 4 September 2020,5,do what it say Will see how it perform in long run,neu
1094,5.0 out of 5 stars,"









  
  
    
  Memory card have 10 years warranty because its made in india.Adaptor have only 1 year warranty because its made in china.

  
",INDIA VS CHINA,Reviewed in India on 26 September 2017,5,memory card have year warranty because its make in india adaptor have only year warranty because its make in china,neu
1095,5.0 out of 5 stars,"









  
  
    
  Value for money

  
",Value for money,Reviewed in India on 22 May 2019,5,Value for money,pos
1096,5.0 out of 5 stars,"









  
  
    
  As always samsung provided best SD card,It's gives impressive read and write speed.

  
",Worthy purchase,Reviewed in India on 1 August 2020,5,as always samsung provide good sd card It be give impressive read and write speed,pos
1097,5.0 out of 5 stars,"









  
  
    
  Good product in very good price delivery before shedule time , delivery boy also pickup phone and exact timing for delivery which he previously given nice experience in shopping

  
",Excellent experience with a good product,Reviewed in India on 4 December 2018,5,good product in very good price delivery before shedule time delivery boy also pickup phone and exact timing for delivery which he previously give nice experience in shopping,pos
1098,5.0 out of 5 stars,"









  
  
    
  I m using it for my mi camera. Works great and is good storage card

  
",Good card.,Reviewed in India on 4 December 2018,5,use it for my mi camera work great and be good storage card,pos
1099,5.0 out of 5 stars,"









  
  
    
  Nice prroduct. But still I am unable to check its aunthecity.

  
",Good One,Reviewed in India on 26 May 2020,5,Nice prroduct but still I be unable to check its aunthecity,pos
1100,5.0 out of 5 stars,"









  
  
    
  Good and value for money.

  
",Great,Reviewed in India on 30 March 2020,5,good and value for money,pos
1101,5.0 out of 5 stars,"









  
  
    
  Excellent performance.As expected.Value for money.

  
",Quality product. We can buy,Reviewed in India on 23 November 2019,5,excellent performance as expect value for money,pos
1102,5.0 out of 5 stars,"









  
  
    
  Samsung Is Samsung Cant Compare It From Other products..

  
",Mukesh Jain,Reviewed in India on 11 December 2017,5,Samsung be Samsung can not compare It from other product,neu
1103,4.0 out of 5 stars,"









  
  
    
  Write speed is not that good but overall the product quality is good in this price range the product is decent.

  
",Samsung EVO plus memory card review,Reviewed in India on 19 October 2018,4,write speed be not that good but overall the product quality be good in this price range the product be decent,pos
1104,5.0 out of 5 stars,"









  
  
    
  Value for money and branded.... So far performing well

  
",Value for money,Reviewed in India on 9 May 2019,5,Value for money and brand so far perform well,pos
1105,5.0 out of 5 stars,"









  
  
    
  Storage capacity 29.83 gb . Very fast file transfer 90mb/s or more , thank u Amazon for this Micro Sd card with Card Reader with affordable price

  
",Friendly budget,Reviewed in India on 4 December 2019,5,storage capacity gb very fast file transfer mb or more thank Amazon for this Micro Sd card with card Reader with affordable price,pos
1106,5.0 out of 5 stars,"









  
  
    
  Genuine product۔۔۔۔۔speed three time more than class 10

  
",Best for 700,Reviewed in India on 11 October 2019,5,Genuine productUUspeed time more than class,neu
1107,4.0 out of 5 stars,"









  
  
    
  Value for money

  
",Faster data transfer,Reviewed in India on 24 December 2019,4,Value for money,pos
1108,4.0 out of 5 stars,"









  
  
    
  The card is pretty good and is a all rounder, avoid the bad reviews. But it feels that it is a little bit over priced.

  
",Good Product,Reviewed in India on 1 March 2020,4,the card be pretty good and be all rounder avoid the bad review but it feel that it be little bit over price,neu
1109,5.0 out of 5 stars,"









  
  
    
  it fulfills all you expect from it

  
",Fast data transfer and easy to erase,Reviewed in India on 8 August 2020,5,it fulfill all you expect from it,pos
1110,5.0 out of 5 stars,"









  
  
    
  Getting 90MBPS as read and 36MBPS as Write speed .I think these are the great no. for an micro sd card on this price range.

  
",Fastest MicroSD card in the market,Reviewed in India on 11 December 2017,5,get mbps as read and mbps as write speed think these be the great no for an micro sd card on this price range,pos
1111,1.0 out of 5 stars,"









  
  
    
  Samsung is always best BT there has no memory card...

  
",Missing package I recieved .. plzz give my money..,Reviewed in India on 5 February 2019,1,Samsung be always good BT there have no memory card,pos
1112,5.0 out of 5 stars,"









  
  
    
  It is a great product and easy to use. Suitable in note 9. Works fast and no problem till now. Using it for around 2 months..

  
",Amazing,Reviewed in India on 16 March 2019,5,It be great product and easy to use suitable in note work fast and no problem till now use it for around month,pos
1113,5.0 out of 5 stars,"









  
  
    
  Best fit for mobile use as well as for digital camera with a SD fitting slot which is available with the product.A 100% 5 star product.

  
",Best product by excelent company Samsung...,Reviewed in India on 16 February 2020,5,good fit for mobile use as well as for digital camera with sd fitting slot which be available with the product star product,pos
1114,1.0 out of 5 stars,"









  
  
    
  I have tried using this in my most of my gadgets and it is not working.  I don't know whether it can be exchanged now since I have tried it and the time has passed.  Please advise

  
",Dissapointed,Reviewed in India on 8 October 2019,1,I have try use this in my most of my gadget and it be not work I do not know whether it can be exchange now since I have try it and the time have pass please advise,pos
1115,3.0 out of 5 stars,"









  
  
    
  Its easy to install and easy to use..... the read speeds are great .... but the write speeds are pretty slow

  
",Fast Read Speed but Write Speeds are pretty Slow,Reviewed in India on 30 January 2019,3,Its easy to install and easy to use the read speed be great but the write speed be pretty slow,pos
1116,5.0 out of 5 stars,"









  
  
    
  Samsung name is enough to buy this micro sd card, hope this work for long time, will review again in year

  
",Samsung,Reviewed in India on 29 February 2020,5,Samsung name be enough to buy this micro sd card hope this work for long time will review again in year,pos
1117,5.0 out of 5 stars,"









  
  
    
  I like this sd card and it has high speed for copying and moving files in mobile phone.It is very good sd cardThanks Amazon for this nice purchase

  
",Verified Purchase,Reviewed in India on 25 September 2018,5,I like this sd card and it have high speed for copying and move file in mobile phone It be very good sd cardthank Amazon for this nice purchase,pos
1118,1.0 out of 5 stars,"









  
  
    
  It worked for 2 weeks ( 18 may to 13 june 2019) only in Android cell phone and then on 13th June 2019, it showed message 'SD card corrupted. I used it only approx one month..Please help me to exchange this immediately

  
",Very very very very bad product..,Reviewed in India on 4 December 2018,1,It work for week may to june only in Android cell phone and then on th June it show message sd card corrupt I use it only approx month please help me to exchange this immediately,pos
1119,3.0 out of 5 stars,"









  
  
    
  It's ok productGot 59 GB out of 64... Loss of 5 Gb very disappointing....

  
",Good product but,Reviewed in India on 4 December 2018,3,It be ok productGot GB out of loss of Gb very disappointing,neg
1120,5.0 out of 5 stars,"









  
  
    
  Installed in my samsung mobile. Fine....

  
",Good,Reviewed in India on 7 December 2018,5,instal in my samsung mobile fine,pos
1121,5.0 out of 5 stars,"









  
  
    
  Best chip everUpvote if u feel the same

  
",Best chip,Reviewed in India on 29 June 2018,5,good chip everupvote if feel the same,pos
1122,4.0 out of 5 stars,"









  
  
    
  Runs well on mobile data transfer but it works slow.

  
",Only speed issue with it.,Reviewed in India on 4 December 2018,4,run well on mobile datum transfer but it work slow,pos
1123,1.0 out of 5 stars,"









  
  
    
  Stopped working after few weeks very bad experience

  
",Don't buy this for ipcamera,Reviewed in India on 11 December 2017,1,Stopped work after few week very bad experience,neg
1124,5.0 out of 5 stars,"









  
  
    
  Excellent...  Memory card and transfers the files with in seconds just like a flash.....

  
",Must buy this product.....,Reviewed in India on 14 June 2019,5,Excellent memory card and transfer the file with in second just like flash,pos
1125,5.0 out of 5 stars,"









  
  
    
  Nice one and received well within the time...

  
",Nice one and received well within the time...,Reviewed in India on 11 February 2020,5,Nice and receive well within the time,pos
1126,3.0 out of 5 stars,"









  
  
    
  Once currupt no support from Samsung Web site or Amazon

  
",Value for money,Reviewed in India on 26 July 2019,3,once currupt no support from Samsung web site or Amazon,neg
1127,5.0 out of 5 stars,"









  
  
    
  Very nice, good quality with a affordable price samsung evo memory card. Also delivered within 3 days. So excellent service and product. Also samsung provides very nice products and now i am using samsung mobile, samsung memory card, samsung refrigerator and a lot much products.

  
",Regarding delivery and product quality,Reviewed in India on 19 September 2017,5,very nice good quality with affordable price samsung evo memory card also deliver within day so excellent service and product also samsung provide very nice product and now be use samsung mobile samsung memory card samsung refrigerator and lot much product,pos
1128,4.0 out of 5 stars,"









  
  
    
  Being samsung u expect it to be gud...read n write speeds r great..everything is fine...just need to see how it handles the test of time!!!

  
",So far its gud,Reviewed in India on 6 September 2019,4,be samsung expect it to be gud read write speed great everything be fine just need to see how it handle the test of time,pos
1129,5.0 out of 5 stars,"









  
  
    
  It didn't work properly after one month of purchase. Then I had applied for warranty and they had replaced it with new one and it's working very good.. One of the best services by Samsung. Trust me incase of issues you are going to get proper replacement..

  
",Very good product and Wonderful warranty Service,Reviewed in India on 11 March 2018,5,It do not work properly after month of purchase then I have apply for warranty and they have replace it with new and it be work very good of the good service by Samsung trust me incase of issue you be go to get proper replacement,pos
1130,1.0 out of 5 stars,"









  
  
    
  I was very disappointed after it stopped with in a year of purchase. Imagine loosing 128 gb data.. Lost a lot of pics and videos taken from my mobile.. I won't recommend purchasing this at all.

  
",Don't bother to buy. It stopped to work with in a Year...,Reviewed in India on 11 December 2017,1,I be very disappointed after it stop with in year of purchase Imagine loose gb datum lose lot of pic and video take from my mobile I will not recommend purchase this at all,neg
1131,4.0 out of 5 stars,"









  
  
    
  The read speed and write speed of this card is very slow as compared to sandisk ultra but it is good working

  
",It is fine,Reviewed in India on 25 May 2019,4,the read speed and write speed of this card be very slow as compare to sandisk ultra but it be good working,pos
1132,4.0 out of 5 stars,"









  
  
    
  I bought this sd card one year ago still am using the card with no issues fully convenent and normel speed in tje price i get product in 719.

  
",Good product in price range fast and convenient..,Reviewed in India on 29 March 2019,4,I buy this sd card year ago still be use the card with no issue fully convenent and normel speed in tje price get product in,neg
1133,5.0 out of 5 stars,"









  
  
    
  Good.. works nicely with my Samsung a50

  
",Good one,Reviewed in India on 19 April 2018,5,good work nicely with my Samsung,pos
1134,5.0 out of 5 stars,"









  
  
    
  Useful

  
",Good,Reviewed in India on 13 September 2020,5,useful,pos
1135,5.0 out of 5 stars,"









  
  
    
  I HAVE PURCHASE IT IN LIGHTNING DEAL AT ONLY Rs.619and its speed is fastest at this range compared to sand disk and strontium which provide 80mbps only and their price is also around 800 rupees.AWESOME SPEED>>>>>>>>

  
",AWESOME SPEED>>>>>>>>,Reviewed in India on 1 July 2019,5,I have purchase it in lightning DEAL at ONLY rsand its speed be fast at this range compare to sand disk and strontium which provide mbp only and their price be also around rupee AWESOME SPEED,pos
1136,1.0 out of 5 stars,"









  
  
    
  Dislike

  
",Product capacity as not mentioned,Reviewed in India on 11 December 2017,1,Dislike,neg
1137,5.0 out of 5 stars,"









  
  
    
  good product,fast data transfer over all good but first time amazon delivered broken item and second time delivered good product

  
",very nice product fast data transfer,Reviewed in India on 17 July 2019,5,good product fast data transfer over all good but first time amazon deliver broken item and second time deliver good product,pos
1138,5.0 out of 5 stars,"









  
  
    
  This is better than its SanDisk counterpart which is UHS grade 1, this is grade 3

  
",Go for it,Reviewed in India on 30 July 2020,5,this be well than its SanDisk counterpart which be UHS grade this be grade,pos
1139,5.0 out of 5 stars,"









  
  
    
  used in a high quality canon camera. works great and is very cheap too.

  
",cheap but good,Reviewed in India on 26 November 2018,5,use in high quality canon camera work great and be very cheap too,pos
1140,4.0 out of 5 stars,"









  
  
    
  Good

  
",Original,Reviewed in India on 11 October 2017,4,Good,pos
1141,5.0 out of 5 stars,"









  
  
    
  I bought this for one of my flagship android device and it really rocks in all aspects.

  
",Speed and storage demon!!!,Reviewed in India on 28 December 2018,5,I buy this for of my flagship android device and it really rock in all aspect,pos
1142,1.0 out of 5 stars,"









  
  
    
  Complete dissatisfaction..64GB received and not able to even return as product description doesn't match the wrong item received

  
",Won't get the right piece,Reviewed in India on 6 August 2020,1,complete dissatisfaction GB receive and not able to even return as product description do not match the wrong item receive,neg
1143,1.0 out of 5 stars,"









  
  
    
  It is not original. Not working. Don't buy

  
",Not original,Reviewed in India on 21 September 2019,1,It be not original not work do not buy,neg
1144,3.0 out of 5 stars,"









  
  
    
  After 100 GB  speed very slow,

  
",Speed slow,Reviewed in India on 10 September 2018,3,after GB speed very slow,neu
1145,5.0 out of 5 stars,"









  
  
    
  Great product. I have bought this multiple times in different sizes over last 5 years. every card is working fine so far.

  
",Quality product,Reviewed in India on 17 October 2017,5,great product I have buy this multiple time in different size over last year every card be work fine so far,pos
